id,文章,問題,選項1,選項2,選項3,選項4,答案
27,一時看完，便又吩咐道：「這二十個分作兩班，一班十個，每日在裏頭單管人來客往、倒茶，別的事也不用她們管。這二十個也分作兩班，每日單管本家親戚茶飯，別的事也不用他們管。這四十個人也分作兩班，單在靈前上香添油，挂幔守靈，供飯供茶，隨起舉哀，別的事也不與她們相干。這四個人單在內茶房收管杯碟茶器，若少一件，便叫他四個描賠。這四個人單管酒飯器皿，少一件，也是她四個描賠。這八個單管監收祭禮。這八個單管各處燈油、蠟燭、紙札，我總支了來，交與你八個，然後按我的定數再往各處去分派。這三十個每日輪流各處上夜，照管門戶，監察火燭，打掃地方。這下剩的按著房屋分開，某人守某處，某處所有桌椅、古董起，至於痰盒、撣帚，一草一苗，或丟或壞，就和守這處的人算帳描賠。來升家的每日攬總查看，或有偷懶的，賭錢吃酒的，打架拌嘴的，立刻來回我。你有徇情，經我查出，三四輩子老臉就顧不成了。如今都有定規，以後哪一行亂了，只和那一行說話。素日跟我的人，隨身自有鐘表，不論大小事，我是皆有一定的時辰。橫豎你們上房裏也有時辰鐘。卯正二刻我來點卯，巳正吃早飯，凡有領牌、回事的，只在午初刻。戌初燒過黃昏紙，我親到各處查一遍，回來上夜的交明鑰匙。第二日還是卯正二刻過來。說不得咱們大家辛苦這几日，事完你們家大爺自然賞你們。」,請問根據文章，如果內茶房的杯碟茶器少了，要誰來賠？,收管內茶房那四人,寶釵,黛玉,襲人,
28,一時看完，便又吩咐道：「這二十個分作兩班，一班十個，每日在裏頭單管人來客往、倒茶，別的事也不用她們管。這二十個也分作兩班，每日單管本家親戚茶飯，別的事也不用他們管。這四十個人也分作兩班，單在靈前上香添油，挂幔守靈，供飯供茶，隨起舉哀，別的事也不與她們相干。這四個人單在內茶房收管杯碟茶器，若少一件，便叫他四個描賠。這四個人單管酒飯器皿，少一件，也是她四個描賠。這八個單管監收祭禮。這八個單管各處燈油、蠟燭、紙札，我總支了來，交與你八個，然後按我的定數再往各處去分派。這三十個每日輪流各處上夜，照管門戶，監察火燭，打掃地方。這下剩的按著房屋分開，某人守某處，某處所有桌椅、古董起，至於痰盒、撣帚，一草一苗，或丟或壞，就和守這處的人算帳描賠。來升家的每日攬總查看，或有偷懶的，賭錢吃酒的，打架拌嘴的，立刻來回我。你有徇情，經我查出，三四輩子老臉就顧不成了。如今都有定規，以後哪一行亂了，只和那一行說話。素日跟我的人，隨身自有鐘表，不論大小事，我是皆有一定的時辰。橫豎你們上房裏也有時辰鐘。卯正二刻我來點卯，巳正吃早飯，凡有領牌、回事的，只在午初刻。戌初燒過黃昏紙，我親到各處查一遍，回來上夜的交明鑰匙。第二日還是卯正二刻過來。說不得咱們大家辛苦這几日，事完你們家大爺自然賞你們。」,請問根據文章，鳳姐在做什麼？,聊天,分配工作,閒聊,沒事做,
29,一時鳳姐進入茅堂，因命寶玉等先出去玩玩。寶玉等會意，因同秦鐘出來，帶著小廝們各處游玩。凡莊農動用之物，皆不曾見過。寶玉一見了鍬、鋤、厥（原字為左金右厥）、犁等物，皆以為奇，不知何向所使，其名為何。小廝在旁一一的告訴了名色，說明原委。寶玉聽了，因點頭嘆道：「怪道古人詩上說，『誰知盤中餐，粒粒皆辛苦』，正為此也。」一面說，一面又至一間房前，只見炕上有個紡車，寶玉又問小廝們：「這又是什麼？」小廝們又告訴他原委。寶玉聽說，便上來擰轉作耍，自為有趣。只見一個約有十七八歲的村莊丫頭跑了來亂嚷：「別動壞了！」眾小廝忙斷喝攔阻。寶玉忙丟開手，陪笑說道：「我因為沒見過這個，所以試它一試。」那丫頭道：「你們哪裏會弄這個！站開了，我紡與你瞧。」秦鐘暗拉寶玉笑道：「此卿大有意趣。」寶玉一把推開，笑道：「該死的！再胡說，我就打了。」說著，只見那丫頭紡起線來。寶玉正要說話時，只聽那邊老婆子叫道：「二丫頭，快過來！」那丫頭聽見，丟下紡車，一徑去了。,請問根據文章，寶玉對莊農內的物品覺得如何？,好奇,憎恨,討厭,不屑,
30,一時鳳姐進入茅堂，因命寶玉等先出去玩玩。寶玉等會意，因同秦鐘出來，帶著小廝們各處游玩。凡莊農動用之物，皆不曾見過。寶玉一見了鍬、鋤、厥（原字為左金右厥）、犁等物，皆以為奇，不知何向所使，其名為何。小廝在旁一一的告訴了名色，說明原委。寶玉聽了，因點頭嘆道：「怪道古人詩上說，『誰知盤中餐，粒粒皆辛苦』，正為此也。」一面說，一面又至一間房前，只見炕上有個紡車，寶玉又問小廝們：「這又是什麼？」小廝們又告訴他原委。寶玉聽說，便上來擰轉作耍，自為有趣。只見一個約有十七八歲的村莊丫頭跑了來亂嚷：「別動壞了！」眾小廝忙斷喝攔阻。寶玉忙丟開手，陪笑說道：「我因為沒見過這個，所以試它一試。」那丫頭道：「你們哪裏會弄這個！站開了，我紡與你瞧。」秦鐘暗拉寶玉笑道：「此卿大有意趣。」寶玉一把推開，笑道：「該死的！再胡說，我就打了。」說著，只見那丫頭紡起線來。寶玉正要說話時，只聽那邊老婆子叫道：「二丫頭，快過來！」那丫頭聽見，丟下紡車，一徑去了。,請問根據文章，誰示範如何紡線？,賈珍,秦鐘,二丫頭,黛玉,
31,一時黛玉來了，寶玉便笑道：「好妹妹，你別撒謊，你看這三個字那一個字好？」黛玉仰頭看裏間門斗上，新貼了三個字，寫著「絳芸軒」。黛玉笑道：「個個都好。怎麼寫得這麼好了？明兒也與我寫一個匾。」寶玉嘻嘻的笑道：「又哄我呢。」說著又問：「襲人姐姐呢？」晴雯向裏間炕上努嘴。寶玉一看，只見襲人和衣睡著在那裏。寶玉笑道：「好！太渥早了些。」因又問晴雯道：「今兒我在那府裏吃早飯，有一碟子豆腐皮的包子，我想著你愛吃，和珍大奶奶說了，只說我留著晚上吃，叫人送過來的，你可吃了？」晴雯道：「快別提！一送了來，我知道是我的，偏我才吃了飯，就擱在那裏。後來李奶奶來了看見，說：『寶玉未必吃了，拿來給我孫子吃去罷。』他就叫人拿了家去了。」接著，茜雪捧上茶來。寶玉因讓林妹妹吃茶。眾人笑說：「林妹妹早走了，還讓呢！」,請問根據此段文章，為什麼晴雯沒立刻吃包子？,才剛吃了飯,不喜歡包子,想讓給寶玉吃,想讓給寶釵吃,
32,一時黛玉來了，寶玉便笑道：「好妹妹，你別撒謊，你看這三個字那一個字好？」黛玉仰頭看裏間門斗上，新貼了三個字，寫著「絳芸軒」。黛玉笑道：「個個都好。怎麼寫得這麼好了？明兒也與我寫一個匾。」寶玉嘻嘻的笑道：「又哄我呢。」說著又問：「襲人姐姐呢？」晴雯向裏間炕上努嘴。寶玉一看，只見襲人和衣睡著在那裏。寶玉笑道：「好！太渥早了些。」因又問晴雯道：「今兒我在那府裏吃早飯，有一碟子豆腐皮的包子，我想著你愛吃，和珍大奶奶說了，只說我留著晚上吃，叫人送過來的，你可吃了？」晴雯道：「快別提！一送了來，我知道是我的，偏我才吃了飯，就擱在那裏。後來李奶奶來了看見，說：『寶玉未必吃了，拿來給我孫子吃去罷。』他就叫人拿了家去了。」接著，茜雪捧上茶來。寶玉因讓林妹妹吃茶。眾人笑說：「林妹妹早走了，還讓呢！」,請問根據此段文章，襲人在做什麼？,吃飯,喝茶,看書,睡覺,
33,一時黛玉來了，寶玉便笑道：「好妹妹，你別撒謊，你看這三個字那一個字好？」黛玉仰頭看裏間門斗上，新貼了三個字，寫著「絳芸軒」。黛玉笑道：「個個都好。怎麼寫得這麼好了？明兒也與我寫一個匾。」寶玉嘻嘻的笑道：「又哄我呢。」說著又問：「襲人姐姐呢？」晴雯向裏間炕上努嘴。寶玉一看，只見襲人和衣睡著在那裏。寶玉笑道：「好！太渥早了些。」因又問晴雯道：「今兒我在那府裏吃早飯，有一碟子豆腐皮的包子，我想著你愛吃，和珍大奶奶說了，只說我留著晚上吃，叫人送過來的，你可吃了？」晴雯道：「快別提！一送了來，我知道是我的，偏我才吃了飯，就擱在那裏。後來李奶奶來了看見，說：『寶玉未必吃了，拿來給我孫子吃去罷。』他就叫人拿了家去了。」接著，茜雪捧上茶來。寶玉因讓林妹妹吃茶。眾人笑說：「林妹妹早走了，還讓呢！」,請問根據此段文章，為什麼李奶奶拿走包子？,因為覺得寶玉不吃了,因為李奶奶想吃,因為包子壞掉了,因為要給寶釵吃,
34,一時黛玉來了，寶玉便笑道：「好妹妹，你別撒謊，你看這三個字那一個字好？」黛玉仰頭看裏間門斗上，新貼了三個字，寫著「絳芸軒」。黛玉笑道：「個個都好。怎麼寫得這麼好了？明兒也與我寫一個匾。」寶玉嘻嘻的笑道：「又哄我呢。」說著又問：「襲人姐姐呢？」晴雯向裏間炕上努嘴。寶玉一看，只見襲人和衣睡著在那裏。寶玉笑道：「好！太渥早了些。」因又問晴雯道：「今兒我在那府裏吃早飯，有一碟子豆腐皮的包子，我想著你愛吃，和珍大奶奶說了，只說我留著晚上吃，叫人送過來的，你可吃了？」晴雯道：「快別提！一送了來，我知道是我的，偏我才吃了飯，就擱在那裏。後來李奶奶來了看見，說：『寶玉未必吃了，拿來給我孫子吃去罷。』他就叫人拿了家去了。」接著，茜雪捧上茶來。寶玉因讓林妹妹吃茶。眾人笑說：「林妹妹早走了，還讓呢！」,請問根據此段文章，包子最後被誰拿走？,李奶奶,雪雁,襲人,晴雯,
35,一時黛玉來了，寶玉便笑道：「好妹妹，你別撒謊，你看這三個字那一個字好？」黛玉仰頭看裏間門斗上，新貼了三個字，寫著「絳芸軒」。黛玉笑道：「個個都好。怎麼寫得這麼好了？明兒也與我寫一個匾。」寶玉嘻嘻的笑道：「又哄我呢。」說著又問：「襲人姐姐呢？」晴雯向裏間炕上努嘴。寶玉一看，只見襲人和衣睡著在那裏。寶玉笑道：「好！太渥早了些。」因又問晴雯道：「今兒我在那府裏吃早飯，有一碟子豆腐皮的包子，我想著你愛吃，和珍大奶奶說了，只說我留著晚上吃，叫人送過來的，你可吃了？」晴雯道：「快別提！一送了來，我知道是我的，偏我才吃了飯，就擱在那裏。後來李奶奶來了看見，說：『寶玉未必吃了，拿來給我孫子吃去罷。』他就叫人拿了家去了。」接著，茜雪捧上茶來。寶玉因讓林妹妹吃茶。眾人笑說：「林妹妹早走了，還讓呢！」,請問根據此段文章，黛玉覺得寶玉寫的字哪個好？,第一個,第二個,第三個,每一個都好,
36,一時黛玉來了，寶玉便笑道：「好妹妹，你別撒謊，你看這三個字那一個字好？」黛玉仰頭看裏間門斗上，新貼了三個字，寫著「絳芸軒」。黛玉笑道：「個個都好。怎麼寫得這麼好了？明兒也與我寫一個匾。」寶玉嘻嘻的笑道：「又哄我呢。」說著又問：「襲人姐姐呢？」晴雯向裏間炕上努嘴。寶玉一看，只見襲人和衣睡著在那裏。寶玉笑道：「好！太渥早了些。」因又問晴雯道：「今兒我在那府裏吃早飯，有一碟子豆腐皮的包子，我想著你愛吃，和珍大奶奶說了，只說我留著晚上吃，叫人送過來的，你可吃了？」晴雯道：「快別提！一送了來，我知道是我的，偏我才吃了飯，就擱在那裏。後來李奶奶來了看見，說：『寶玉未必吃了，拿來給我孫子吃去罷。』他就叫人拿了家去了。」接著，茜雪捧上茶來。寶玉因讓林妹妹吃茶。眾人笑說：「林妹妹早走了，還讓呢！」,請問根據此段文章，黛玉叫寶玉明天做什麼？,讓她寫一個匾,把這個匾送她,寫給她一個匾,什麼都不做,
37,士毅微微一笑，自走回房去。對房門住著的，便是送饅頭給士毅吃的劉先生，他也住閒有一年多，不過朋友還不少，常常可以得點小接濟，真無可奈何，也能找出一兩件衣服來當。他現時無路可走了，很想做醫生，在舊書攤子上，收了許多醫書回來看。這時，端了一本《傷寒論》，躺在一張破籐椅子上哼著，大概是表示他靜心讀書的原故，找了一支佛香，斜插在硯台的眼孔裡，在這冷靜靜的屋子裡，倒又添了一些冷靜的意味。士毅走到人家房門口，覺得人家比較是有些事做的人，自己也不願去打攪，就退回自己屋子來。然而剛一坐下，看看屋子外的晶晶白日，就發愁起來。這樣好的晴天，不找一點事情做，就是悶坐在屋子裡，消磨光陰，昨天如此，今天又如此，明天也不能不如此，這如何得了？早飯和午飯，總算用那三個饅頭敷衍過去了，晚上這餐飯從何而出？卻是不可得知。悶坐在家裡，也不能闖出什麼道理來，不如到大街上去走走，也許可以找點出路。,請問根據此段文章，劉先生住多久了？,一年多,三年,五年,十年,
